College_Code,Department_Name,Event_Year,Total_Students,Total_Teams,Active_Participants,Total_Offers,Partnership_Count,Recruiter_Visits,Total_Faculty,Active_Mentors,Total_Hackathon_Cost,Innovation_Score_Avg,Departmental_Performance_Index_DPI,Institutional_ROI
C02,IT,2023,887,59,443,44,4,14,31,22,509265.42719503545,0.6018240056360621,0.6122095915851082,104.73
C06,Mechatronics,2023,727,56,391,37,4,18,24,14,488380.9906331714,0.7543626170309929,0.6431357937919093,104.73
C24,CSE,2020,615,46,422,23,3,15,45,35,546408.0094285194,0.8231654101416596,0.6964353516687066,104.73
C07,CSE,2022,651,86,392,63,1,15,38,29,432987.00377792364,0.8344969813282898,0.7279236413632219,104.73
C12,Cyber Security,2020,626,87,334,83,5,12,20,17,457951.2868724879,0.8501465199599461,0.7823699965180037,104.72999999999999
C06,IT,2021,622,56,282,51,5,11,20,15,543094.7240160111,0.827314541889022,0.7433639434957809,104.72999999999999
C23,IT,2023,511,98,264,56,3,14,33,26,546606.2882930891,0.8558581964190239,0.6658022159030748,104.73000000000002
C20,MECH,2022,806,97,481,80,4,14,29,16,535415.0814443785,0.7751143206510315,0.7372970596462849,104.72999999999999
C02,BME,2022,886,59,450,42,4,14,32,23,508439.1398289545,0.6114364844157939,0.6107247133602868,104.73
C08,ECE,2021,666,57,457,35,4,8,24,11,566465.1227758825,0.7195299731442601,0.6876774419549355,104.72999999999999
C10,CSE,2024,620,70,416,56,2,18,29,15,536655.0580310083,0.8207729010780562,0.7640211172607535,104.73
C03,IT,2023,1003,57,570,30,1,18,24,18,448410.6247324172,0.8828736092236807,0.6861290818470172,104.72999999999999
C17,CSE,2020,502,43,287,37,1,15,20,15,466840.4621086452,0.8412750479241684,0.7734749120985117,104.72999999999998
C11,CSE,2022,781,93,494,81,1,15,40,31,542288.3198290992,0.7954662662220511,0.7727015862115468,104.73
C16,ECE,2021,785,96,505,53,5,12,25,15,560389.8357669332,0.7410344434634438,0.6535804900983083,104.72999999999999
C06,Civil,2023,689,89,270,45,4,13,42,25,486000.7551395785,0.8211995090866113,0.6016727013301341,104.73
C09,Mechatronics,2021,915,62,526,34,2,16,29,19,463524.3685267813,0.7718219120867127,0.6457211174473443,104.73
C04,Mechatronics,2024,822,98,570,69,4,9,30,22,522965.0164576061,0.6340168714700668,0.6764589468223909,104.73
C19,IT,2023,977,92,562,53,2,10,36,22,468542.35103854234,0.8387974676636142,0.6829174821402862,104.73
C22,MECH,2024,620,97,260,73,4,14,33,23,536765.0640864075,0.7752317951311315,0.6631113322187153,104.73000000000002
C09,CSE,2022,764,68,411,62,1,12,47,38,534726.8319676745,0.8030086224661616,0.7426861614293849,104.72999999999999
C24,Mechatronics,2021,535,64,214,32,4,19,31,18,563009.322391465,0.7471191423432918,0.5773533956301603,104.72999999999998
C11,IT,2021,865,100,457,79,3,8,43,25,432989.70771324704,0.7861220609489012,0.7055588162774905,104.73
C18,ECE,2023,637,49,417,43,4,19,35,29,553861.5136559717,0.6272069707898359,0.7214602806778586,104.73
C21,EEE,2021,656,88,318,61,5,12,37,29,456129.8981032958,0.6945447135542525,0.629198234643161,104.73
C09,EEE,2022,777,69,397,61,1,12,47,38,532096.7049460215,0.8090570571071825,0.7487871612356184,104.72999999999998
C12,ECE,2020,945,44,660,24,4,17,36,19,527328.9251747887,0.7859664946844644,0.6840654464659883,104.72999999999999
C24,AIML,2022,883,68,410,34,3,15,45,34,567629.8907420532,0.7905606587205836,0.6098849853397923,104.73
C02,BME,2021,577,75,273,40,2,13,41,29,441225.7241470601,0.8656138286443721,0.6520264600327607,104.73000000000002
C14,Civil,2020,864,49,532,27,1,10,35,20,568397.6342633883,0.8215652529398074,0.6810504801046505,104.73
C14,MECH,2022,724,75,297,51,1,10,28,14,560935.2859234619,0.7301842940416491,0.6148470408836637,104.73
C21,ECE,2020,950,53,504,36,3,18,38,33,569472.3769200781,0.6343410730223836,0.62311331849973,104.73000000000002
C20,Cyber Security,2024,806,94,485,80,4,14,29,16,537324.06974354,0.7749924291527709,0.7464860976000453,104.73000000000002
C02,AIML,2024,971,90,522,65,1,14,37,22,496384.11203265813,0.9407238008578875,0.747170629879019,104.73
C25,BME,2022,912,93,577,78,4,8,31,15,475058.63089253847,0.8694346513223957,0.7946873834694504,104.73
C16,AIML,2021,577,48,306,36,1,13,26,20,523268.5171476011,0.7582879359666805,0.6810326711226433,104.73
C19,ECE,2021,984,91,562,55,2,10,36,22,470508.6704960929,0.8381280932905825,0.6929155781086592,104.72999999999999
C23,CSE,2024,516,97,255,55,3,14,33,27,551374.1294644662,0.8600527848387398,0.6691564244366277,104.73000000000002
C14,Cyber Security,2020,862,48,540,27,1,10,35,20,566507.8891722937,0.8251908343870912,0.6787523412003119,104.73
C17,ECE,2022,671,71,438,54,5,18,47,27,442649.1317674093,0.6605293154978393,0.6940486199456518,104.73000000000002
C12,ECE,2022,940,45,666,23,4,17,35,20,526022.3028003335,0.7961439459106874,0.688572538539318,104.73
C02,Cyber Security,2024,574,75,278,40,2,13,40,29,439366.3814886719,0.8673180471663208,0.653875116091135,104.72999999999999
C07,MECH,2022,650,87,388,61,1,15,39,29,435930.7450081606,0.8356563393156335,0.7320176587425935,104.72999999999998
C19,MECH,2023,496,89,211,45,1,15,21,12,554449.6204072266,0.6723068208301951,0.5385154055561138,104.72999999999999
C25,IT,2021,758,64,439,42,2,15,21,13,537587.102850008,0.8075852584657667,0.6948825983144026,104.73
C15,ECE,2023,704,69,409,51,2,12,24,14,518193.52037206624,0.7544619465296334,0.6994823065661582,104.73
C15,ECE,2023,840,54,514,44,1,11,30,23,489106.39753070654,0.9241188245263591,0.8095237867219615,104.73
C08,ECE,2024,653,55,444,35,4,8,23,11,561828.9633401971,0.7197497765505029,0.6843415709017456,104.73
C15,IT,2023,979,91,542,62,1,14,32,20,442353.41247298516,0.844578099711921,0.709036600209513,104.72999999999999
C04,IT,2024,977,74,611,72,3,8,24,18,520490.79602697137,0.8998613072474946,0.8466856642512615,104.73
C07,AIML,2020,642,88,394,62,1,15,40,28,440629.2624989812,0.8334587014815207,0.7176206352276454,104.72999999999999
C22,CSE,2022,910,44,354,27,1,19,46,35,518659.4295537305,0.8188726114893463,0.6202253331914244,104.72999999999999
C23,Mechatronics,2024,592,65,356,56,1,11,44,25,510091.41796720395,0.8226078133318844,0.7689860833284689,104.72999999999999
C16,MECH,2022,952,82,515,69,2,11,47,31,473868.6052740984,0.6325375073841008,0.6642822121276805,104.72999999999999
C08,CSE,2021,920,79,625,72,1,10,44,35,429432.49815504125,0.8676495406652655,0.818819811828353,104.73000000000003
C17,ECE,2024,672,71,444,55,5,18,48,27,443825.21690821816,0.6648438000789538,0.6939059705454447,104.72999999999999
C11,BME,2021,599,44,248,33,4,10,42,28,524525.7277556375,0.7827979191844938,0.6651179070247875,104.73000000000003
C12,Cyber Security,2023,955,44,663,24,4,17,34,19,520387.22295053233,0.7862007721772882,0.6881428785375779,104.72999999999999
C19,CSE,2020,567,64,312,57,3,8,32,16,532383.4961383967,0.8375908904474356,0.7755297057152511,104.73000000000002
C02,CSE,2022,575,76,283,41,2,13,41,29,437183.687748499,0.8653961243131713,0.6494908600967709,104.73000000000002
C13,CSE,2023,795,90,538,54,2,10,44,21,447251.6120565685,0.8573683238476577,0.7224138555856435,104.73000000000003
C08,BME,2020,519,87,242,79,5,10,41,27,478709.15354673174,0.7512269972116016,0.7256444106867415,104.72999999999998
C09,ECE,2024,683,86,290,86,4,12,25,14,464272.1717510544,0.7894559115776781,0.7350041598799625,104.73000000000002
C15,MECH,2022,897,69,473,39,3,14,48,35,529327.4576590562,0.7739543098383967,0.6393395451115709,104.73
C12,BME,2024,960,67,455,62,4,12,30,24,548999.9788428464,0.9024422501582735,0.7836278854714162,104.73000000000002
C25,MECH,2020,774,48,510,38,3,8,24,12,567087.2938306256,0.6354559136931713,0.6838344484201938,104.73
C06,EEE,2023,735,54,392,34,4,18,25,14,488336.8802648986,0.7500497009516156,0.6538682829790429,104.73
C16,CSE,2024,578,48,310,36,1,13,26,20,523005.6213846881,0.7706320602739558,0.6862868936620949,104.72999999999999
C20,EEE,2023,647,98,421,50,3,9,31,15,533217.0506306987,0.8658215298131272,0.691876185383894,104.73
C18,IT,2022,770,45,384,39,5,16,21,11,487269.93507143244,0.9320304484199962,0.7857308794074498,104.73000000000002
C23,MECH,2024,604,56,351,31,2,15,27,14,533309.919404626,0.7390956357233615,0.6386631252673627,104.73
C02,Cyber Security,2020,691,56,322,29,2,11,33,23,518112.6018867852,0.7475030075454127,0.5896249890381527,104.73
C21,MECH,2020,664,88,325,62,5,12,38,29,453153.6923932793,0.6872504130753821,0.6295732031743698,104.72999999999999
C14,Cyber Security,2022,852,46,527,24,1,10,35,20,568187.5435502426,0.8360702915214507,0.6789032461391961,104.72999999999999
C09,CSE,2023,772,68,405,60,1,12,46,38,534837.4270977431,0.801421797980822,0.7445073997443671,104.72999999999998
C10,EEE,2021,887,51,391,37,4,8,27,15,462512.69309698005,0.8175059573783577,0.6782941086888998,104.73
C19,AIDS,2023,561,63,314,58,3,8,32,16,536935.2241729562,0.8445438980757548,0.77529493642413,104.73000000000003
C05,ECE,2021,717,40,415,39,5,16,21,17,568205.0634467945,0.6343696901723868,0.7155569661865272,104.73
C07,Mechatronics,2023,646,88,389,63,1,15,39,29,434805.0721231625,0.8314025848257959,0.7296375094741011,104.72999999999996
C08,Mechatronics,2023,912,79,622,74,1,10,44,35,433128.4444879987,0.8617436124978526,0.8283363713836402,104.73
C12,Civil,2021,951,45,651,23,4,17,35,19,524189.2874709752,0.7860198528788325,0.683631269111885,104.73
C24,MECH,2023,860,68,411,34,3,15,44,35,569085.4958942453,0.7890992164599355,0.6144568273664788,104.73000000000002
C20,AIDS,2024,917,101,599,87,2,9,36,31,505060.40821243456,0.8568913988797059,0.7970340040493131,104.73
C04,CSE,2023,975,74,612,71,3,8,23,18,519541.58230119554,0.8981858271437536,0.8439868978371963,104.73
C24,AIML,2023,864,68,406,35,3,15,45,34,568698.7951199338,0.7988316375051948,0.6186942479150246,104.72999999999999
C04,MECH,2023,821,98,571,70,4,9,30,22,521052.31779618346,0.6168637519358301,0.6675049701196591,104.72999999999999
C02,ECE,2022,682,59,321,29,2,11,33,22,521320.1880721213,0.7423034226953275,0.590377432244934,104.73
C13,ECE,2023,500,54,212,42,2,8,46,35,517633.1939868271,0.7013749723775086,0.6416779744249825,104.73000000000002
C13,CSE,2021,499,55,224,42,2,8,47,34,523376.1852452399,0.6947210074589543,0.6407273215822342,104.73000000000003
C11,IT,2024,857,97,449,78,3,8,43,25,437507.33069772145,0.7922768665388771,0.705407651813346,104.73
C13,MECH,2023,502,70,251,34,5,10,37,20,525410.1580864666,0.6879141204767525,0.5740284372976505,104.73000000000002
C09,Cyber Security,2024,785,69,353,63,3,19,20,13,546753.5855822803,0.8066554340754554,0.7414007223925307,104.72999999999998
C25,IT,2020,770,47,512,37,3,8,25,13,568977.0516351815,0.6349453542493663,0.6884865428993817,104.73
C03,IT,2022,1004,56,571,30,1,18,25,18,455825.2610024432,0.8809922925218511,0.682007115294712,104.73
C14,ECE,2021,723,77,304,50,1,10,28,14,559958.6518163214,0.7316193901971566,0.6128430980978155,104.73000000000002
C10,ECE,2023,618,71,415,55,2,18,29,14,533547.5358239032,0.8178906531569115,0.766378505056721,104.72999999999999
C24,AIDS,2020,601,46,423,22,3,15,46,35,548060.5204145621,0.812166537127948,0.6889203370784668,104.73000000000002
C19,CSE,2022,563,64,316,58,3,8,32,16,534335.0078436445,0.8519884400833657,0.7761234167121838,104.72999999999999
C01,Mechatronics,2024,678,66,455,46,3,19,42,24,442913.4707319935,0.7477276842517362,0.7166480506359562,104.72999999999999
C08,IT,2023,876,48,486,24,1,8,35,28,447489.12940180226,0.8516079819686491,0.6676803743569132,104.73
C11,MECH,2021,776,49,448,44,1,17,46,22,569258.3200279479,0.707507071788068,0.7387075527018505,104.73
C11,IT,2023,869,100,448,77,3,8,43,25,431680.5559530544,0.7871980694350037,0.709899112620815,104.72999999999999
C02,AIML,2023,979,90,527,65,1,14,37,21,498654.78240368806,0.9425300413206064,0.7514702977362256,104.73000000000002
C11,AIDS,2020,771,91,487,83,1,15,40,31,542275.4921562037,0.7904738197241011,0.7742094270664274,104.73000000000002
C24,CSE,2023,596,47,425,23,3,15,46,35,541935.8297451411,0.8206819412991149,0.6858892465258369,104.72999999999999
C24,CSE,2020,598,45,408,22,3,15,46,34,545705.9405992639,0.8200301677636993,0.6889967008644232,104.73
C12,CSE,2023,620,87,338,82,5,12,19,17,456983.3770048662,0.8567294855925908,0.7914494716527872,104.72999999999999
C18,CSE,2022,632,98,321,75,4,12,28,17,551217.0588505109,0.948481069589125,0.7609223896694884,104.73000000000003
C24,EEE,2023,860,68,410,35,3,15,45,34,568960.9099747807,0.8003540106674474,0.608281528980211,104.72999999999999
C10,MECH,2021,829,69,545,56,3,16,45,38,556389.4380046092,0.6042914704194317,0.6778447250382279,104.73
C22,ECE,2024,812,67,394,58,1,16,41,34,549236.1526730234,0.7264077042793964,0.704706514287525,104.73000000000002
C09,MECH,2024,914,61,531,33,2,16,28,20,465874.27731262264,0.7732887105831329,0.6442003570713263,104.73
C03,IT,2024,700,46,291,26,1,14,42,34,443832.3194480532,0.68530461308027,0.5442137941762943,104.72999999999999
C25,IT,2020,780,48,513,38,3,8,24,13,567265.6268164921,0.6292272674178457,0.6906687583081936,104.73
C16,Civil,2021,769,96,521,52,5,12,25,14,562949.7961743964,0.7487671446790413,0.6521820022982093,104.72999999999998
C22,IT,2024,560,54,256,30,1,15,35,19,559359.0039522077,0.7896153071140783,0.609762682129675,104.72999999999998
C19,CSE,2023,563,65,311,59,3,8,32,16,537405.1974496278,0.8488967020797437,0.7747887390138788,104.72999999999999
C14,CSE,2020,757,67,463,41,2,9,38,27,512491.97476951766,0.8473154949273121,0.7131894988643265,104.73000000000003
C03,IT,2023,997,56,565,29,1,18,25,18,451578.9078019475,0.8777976055629374,0.6810410040852296,104.73000000000002
C14,EEE,2023,771,67,462,42,2,9,38,26,510415.5582772067,0.849437470284918,0.7140378034891617,104.73
C05,ECE,2021,614,83,327,70,3,17,42,32,552525.1293034353,0.8248140464148471,0.7356322027951188,104.73000000000002
C01,EEE,2022,609,91,328,59,3,15,48,30,517124.90955023025,0.8372607168885898,0.6934660423936566,104.72999999999999
C06,IT,2023,625,55,287,51,5,11,20,15,538800.105224562,0.8329080986061922,0.746337167396152,104.73
C23,IT,2023,589,65,358,54,1,11,43,25,513178.0107692099,0.8247943317775853,0.7716962890407059,104.73
C19,EEE,2023,483,89,209,45,1,15,20,13,554440.31633744,0.6675981729368557,0.5420857668662453,104.72999999999999
C07,IT,2020,996,101,401,48,4,12,24,18,547403.3922550511,0.8275694651751956,0.5999557180895065,104.72999999999999
C12,IT,2024,538,76,245,66,5,14,45,31,525561.6170007106,0.8353106707840154,0.7362347734264728,104.73
C13,MECH,2022,506,70,240,35,5,10,37,20,527155.2071766909,0.6827699011318972,0.5716929486368475,104.73
C13,ECE,2024,509,56,227,44,2,8,47,35,522217.9340595673,0.6950756105877542,0.6482293081335546,104.73000000000002
C07,MECH,2020,645,88,396,62,1,15,39,29,439287.04630489234,0.8336972604167988,0.7275913144822665,104.73
C21,BME,2020,952,52,507,36,3,18,39,33,565834.5422292346,0.6403521389191481,0.6183326498141282,104.73000000000002
C03,ECE,2022,794,40,412,26,1,15,19,13,563836.0835240128,0.6747957406394506,0.6141579968809368,104.73000000000002
C21,Civil,2020,957,53,504,37,3,18,38,33,566038.2378060368,0.6359736031886448,0.6181891732098967,104.73
C04,MECH,2021,838,98,577,70,4,9,29,22,524842.2868910372,0.6238827093425527,0.67358982549175,104.73
C24,MECH,2023,871,72,400,35,3,15,43,35,568320.2209927265,0.7822978719602954,0.6090398838793234,104.73
C22,ECE,2024,629,95,259,72,4,14,33,22,535557.683491903,0.7874243898188305,0.6704315421120952,104.73
C25,EEE,2021,917,92,581,79,4,8,31,15,471074.17838080326,0.8712709101289884,0.7901611874826427,104.73000000000002
C04,MECH,2024,810,97,573,70,4,9,29,22,524632.9941710028,0.6313722633642315,0.6679801049500429,104.73000000000003
C14,IT,2021,863,48,542,25,1,10,35,20,570966.0288285204,0.8250634447349992,0.6816446269207709,104.73
C19,CSE,2022,560,64,305,59,3,8,33,15,535611.9289354853,0.8420760810392992,0.7778227982156467,104.73000000000002
C10,CSE,2022,616,72,421,56,2,18,29,14,535948.9108690184,0.8145049370045231,0.7696930904232187,104.73000000000002
C21,CSE,2020,886,48,536,41,2,8,47,27,442363.20202087495,0.9511801146738935,0.8068435026442541,104.73000000000002
C20,BME,2023,653,96,419,50,3,9,31,15,536395.0950668298,0.8580149385454124,0.6921812290795056,104.72999999999999
C18,ECE,2021,744,46,380,41,5,16,21,11,485377.67354277096,0.9425825085739148,0.7998700891754658,104.73000000000002
C13,MECH,2020,512,68,256,38,5,10,37,21,522771.89900338056,0.6919548198468475,0.5746414282701737,104.72999999999999
C18,IT,2020,753,44,383,41,5,16,21,11,483308.75074115273,0.9312721798136943,0.7980915615858833,104.73
C07,Mechatronics,2020,926,58,515,49,4,16,20,17,527502.4372145426,0.8270802411703151,0.7435168471216114,104.73000000000003
C02,Civil,2023,896,59,437,41,4,14,31,22,511334.7942557421,0.6054073561295665,0.6154546049873864,104.73000000000002
C01,AIML,2024,598,90,335,86,3,13,40,21,498741.74123499956,0.7848804606139389,0.7621623798533511,104.72999999999999
C23,IT,2020,595,64,356,57,1,11,44,25,513233.38289412187,0.8208049287156325,0.7684321333297417,104.72999999999999
C08,ECE,2020,665,54,458,36,4,8,24,10,564367.7932834175,0.7235173136826765,0.681561423746771,104.72999999999999
C03,Mechatronics,2020,988,55,560,30,1,18,24,17,450029.58194922394,0.877687449227131,0.6839242857959295,104.73
C08,CSE,2020,925,77,622,74,1,10,44,35,433346.94877294236,0.8529107879984126,0.8221457551411298,104.73
C19,MECH,2023,498,89,196,44,1,15,21,13,556447.817049918,0.6649754859738599,0.5425934019870274,104.72999999999999
C02,Mechatronics,2023,986,88,530,65,1,14,37,21,499883.43530828686,0.9335326291177581,0.7550845258078532,104.73
C18,ECE,2020,763,45,381,39,5,16,21,10,486620.82513069065,0.9431729825894254,0.7899152863917241,104.73
C13,ECE,2024,509,71,242,35,5,10,37,19,522040.9991725821,0.6736515047160988,0.5743127276676774,104.72999999999998
C11,IT,2020,866,99,446,78,3,8,44,26,435269.8219743469,0.7745946167394641,0.7037849189156652,104.73
C21,EEE,2021,868,56,355,30,4,15,44,24,497289.1343723994,0.9319885857918181,0.6534022565818364,104.72999999999998
C08,Mechatronics,2022,879,47,492,26,1,8,36,28,449887.4288686931,0.8543953802573853,0.6670064700748315,104.72999999999999
C23,IT,2024,592,65,366,55,1,11,44,25,509775.5096979676,0.8180511733833956,0.7770470179603497,104.73000000000003
C14,IT,2021,871,48,537,26,1,10,34,20,567015.9048747665,0.8155876696544255,0.6805380087461079,104.73
C04,AIDS,2020,728,87,347,75,4,12,42,27,493309.1346050763,0.8332325629988862,0.7303470992647952,104.73000000000002
C05,CSE,2020,606,85,320,70,3,17,41,32,556159.2146606679,0.8195695195870618,0.7423808534793824,104.73
C19,IT,2023,987,93,561,55,2,10,37,21,466747.71982456424,0.8451955638326504,0.6859092650641849,104.72999999999999
C02,Cyber Security,2022,981,90,513,66,1,14,37,22,498063.1173606237,0.9349397932626518,0.7521129890131175,104.72999999999999
C02,ECE,2024,894,58,443,44,4,14,31,22,510729.70727940684,0.6152023609599254,0.6148874836107175,104.72999999999999
C25,ECE,2024,781,50,413,36,3,10,20,15,496522.1532820808,0.6869455140344352,0.6524292104916359,104.73000000000003
C14,Mechanical,2024,718,75,295,50,1,10,27,13,562548.9025668291,0.7391264859153491,0.6196990490572922,104.72999999999999
C02,MECH,2023,684,55,318,29,2,11,34,23,518820.96975461487,0.7413404598394824,0.586809853488504,104.73
C04,ECE,2020,768,49,522,38,2,17,47,35,481763.5289427057,0.6564152603192897,0.6991024785749187,104.72999999999998
C07,IT,2022,647,86,395,61,1,15,39,28,437970.0010149215,0.8436099813291984,0.727715915695788,104.73
C17,ECE,2020,667,72,439,55,5,18,47,27,442719.09829608124,0.6596737901797575,0.7007776399921203,104.73
C16,ECE,2020,787,97,502,53,5,12,24,14,565117.6051925414,0.7480589865560509,0.6499622515316741,104.72999999999998
C23,AIDS,2022,589,66,355,57,1,11,44,25,508084.59787706996,0.8248303559921123,0.777622832391863,104.73000000000002
C06,ECE,2024,730,55,381,34,4,18,25,14,483174.9339599719,0.7477268076136795,0.6532539095508615,104.73
C25,IT,2022,755,62,451,43,2,15,21,13,539602.3127761319,0.8025362008232102,0.6928874150710018,104.73000000000002
C17,Cyber Security,2022,947,57,419,36,1,8,40,25,566799.469309022,0.8644045484384718,0.6683674435432081,104.73000000000003
C03,ECE,2023,798,40,404,26,1,15,19,13,567198.2031179474,0.6711830523026243,0.6121258327062387,104.73
C10,MECH,2024,835,70,536,57,3,16,44,38,558397.4232749515,0.6069034019654181,0.676603223928915,104.73
C17,Cyber Security,2022,671,69,441,54,5,18,46,27,441613.4379405282,0.6639643815223998,0.6937627916283858,104.72999999999999
C12,EEE,2024,625,87,332,81,5,12,20,16,460072.90745506925,0.855162040185562,0.7827857335023742,104.73
C08,CSE,2024,921,78,619,73,1,10,45,35,434173.92968364246,0.8563619282648268,0.8188511705882209,104.73000000000002
C23,IT,2022,585,65,369,56,1,11,44,24,515407.5785314327,0.8161811084473223,0.7731303105274513,104.72999999999998
C16,MECH,2023,952,83,513,70,2,11,47,31,471587.6831179929,0.6291202138844689,0.6592408310264036,104.72999999999999
C07,BME,2021,647,87,385,61,1,15,39,29,439766.5254298316,0.8246023841439716,0.7304628947840082,104.73000000000002
C09,CSE,2022,778,69,349,63,3,19,20,13,547084.6803857558,0.815390672249943,0.739042438982069,104.72999999999999
C11,AIML,2022,790,48,452,43,1,17,45,22,568401.9666820513,0.7120847701898004,0.7279434915030131,104.73
C12,ECE,2024,948,44,646,25,4,17,35,20,522981.1314447581,0.7845822656271597,0.6845375606331817,104.73000000000003
C23,ECE,2020,791,75,431,50,1,14,24,18,525653.8045076794,0.6807015640149349,0.6505409220810782,104.73
C06,IT,2022,628,56,275,51,5,11,21,15,538888.5353157789,0.8275834519679756,0.7414246819521951,104.73000000000002
C07,AIML,2021,861,40,498,28,3,14,46,38,539691.7398208317,0.8058059058633739,0.7138506035774783,104.72999999999999
C03,MECH,2023,700,48,292,25,1,14,42,35,438158.29631196044,0.6754844422971102,0.5506231219474329,104.73
C10,CSE,2021,617,71,415,56,2,18,30,15,533523.1108148454,0.811917904293673,0.7649396114984113,104.73
C24,IT,2021,533,65,215,33,4,19,29,18,562821.8456211411,0.7555279534363726,0.5725668771432052,104.73
C22,CSE,2023,891,46,367,26,1,19,45,35,519680.5149646041,0.8221642658096008,0.6207879808035395,104.73000000000002
C11,AIML,2021,763,93,496,82,1,15,40,31,543842.6580326124,0.7900910197080128,0.7759840430086626,104.73000000000002
C01,AIML,2023,791,40,514,40,1,19,44,32,511938.7556320279,0.7590774383876758,0.7782660635143305,104.73
C15,MECH,2023,891,70,479,39,3,14,48,34,534568.0636031256,0.7768133155181964,0.638190182816952,104.73000000000002
C21,AIDS,2023,662,90,316,63,5,12,37,29,453946.1666915713,0.689716232092604,0.6290986321176638,104.73000000000002
C08,CSE,2023,886,47,492,25,1,8,35,27,450510.4986720647,0.8499102508095943,0.6608311966462499,104.73000000000002
C03,Mechanical,2022,695,47,290,23,1,14,42,34,440384.43465171277,0.6801477030630406,0.5517792411138264,104.72999999999999
C18,CSE,2023,633,97,314,75,4,12,28,17,551864.4672940465,0.9499613922855455,0.756779544714566,104.73
C09,Mechatronics,2022,690,87,289,85,4,12,25,14,463678.9204555249,0.7821647579160176,0.7335187425818702,104.73
C21,ECE,2021,953,52,495,36,3,18,38,33,562932.2043147476,0.6354208447577258,0.6190888605240655,104.73000000000002
C21,Mechatronics,2023,876,53,358,31,4,15,44,24,496811.61928275786,0.9232338861112399,0.6578201631859389,104.72999999999999
C23,ECE,2023,784,76,422,52,1,14,23,18,528402.8261910654,0.6785248907872075,0.6421565665754957,104.73
C25,IT,2022,916,94,576,77,4,8,31,15,473763.19468843593,0.8684225458831119,0.7859422544217266,104.72999999999999
C22,MECH,2022,621,96,268,71,4,14,33,24,536248.4895050445,0.7827846714656042,0.6673948586248193,104.72999999999999
C15,BME,2022,700,69,404,54,2,12,24,14,516084.0772026245,0.7481383894433842,0.6974543314325721,104.73
C20,AIML,2021,648,98,427,49,3,9,31,15,538816.7930138609,0.86504014367577,0.6930313563869376,104.73000000000003
C02,ECE,2021,875,59,454,42,4,14,31,22,507143.2571687989,0.6082270929493717,0.6079831244816011,104.73000000000002
C21,ECE,2021,942,52,509,35,3,18,38,33,566646.991226853,0.6392669846876655,0.6178990474624678,104.73
C01,CSE,2022,599,90,329,59,3,15,48,30,518168.054413623,0.8388327731172313,0.6946200057870524,104.73
C19,CSE,2020,880,61,358,57,1,12,23,17,458182.17158210557,0.8318437569602963,0.7333060958765352,104.73
C17,ECE,2024,680,72,437,55,5,18,47,27,444340.73588802514,0.6652240477716066,0.6961196606740551,104.73
C12,IT,2023,955,67,460,62,4,12,31,24,552612.1225729148,0.9045313501416762,0.7817578591432024,104.73000000000002
C14,IT,2024,849,48,532,26,1,10,35,21,567693.7543778273,0.8246355635107616,0.6778195153180583,104.73000000000002
C08,CSE,2024,924,78,616,72,1,10,44,35,433426.78773576126,0.8636992716562414,0.823397385828055,104.73000000000002
C19,AIML,2024,554,63,306,57,3,8,31,16,533923.538305579,0.8350801446896475,0.7767485793218207,104.72999999999998
C22,AIML,2023,903,46,368,26,1,19,45,35,522191.3436389593,0.8186668908902519,0.6215413371436724,104.73000000000002
C03,ECE,2023,797,37,401,27,1,15,20,13,564992.7007775581,0.6707345530303431,0.6143490494950898,104.73000000000002
C24,BME,2024,583,48,430,22,3,15,47,35,544818.7320178718,0.8071678068150986,0.6860225443802358,104.73
C23,Cyber Security,2022,604,57,352,32,2,15,26,13,527810.2648435687,0.7420352839591093,0.6330789076613373,104.73000000000002
C23,Mechatronics,2022,792,74,430,52,1,14,24,18,526327.2558792765,0.6761137201052743,0.6451005474019064,104.72999999999998
C20,ECE,2023,810,97,492,80,4,14,29,16,533733.1851333594,0.7719105570147778,0.7382000227592184,104.73
C23,Civil,2024,604,58,355,32,2,15,27,13,528958.846159803,0.7470926581326969,0.6355898004595758,104.73000000000002
C25,IT,2023,759,62,442,43,2,15,21,13,540190.4547091927,0.805148144899724,0.7006466096554633,104.73
C21,AIDS,2022,876,54,353,29,4,15,43,24,502226.0704935703,0.925906088741667,0.6516697101886133,104.73000000000002
C01,CSE,2022,594,92,327,57,3,15,47,30,515759.14006554015,0.8362962517701653,0.7024567485097167,104.73
C01,Cyber Security,2023,671,65,456,48,3,19,42,24,443264.47337994777,0.744324596394846,0.7223863086915658,104.73
C19,ECE,2024,901,60,359,58,1,12,24,17,454181.04361432506,0.8269258743302582,0.7361250239497898,104.73
C16,CSE,2020,573,48,298,35,1,13,27,20,523618.3946503368,0.7622875327160529,0.6864178724275938,104.73
C04,CSE,2022,979,73,616,75,3,8,24,17,523262.9281865783,0.909259167323998,0.8467710907430758,104.73000000000003
C01,BME,2023,788,40,506,41,1,19,45,33,516356.20190643566,0.7547986497093668,0.7819050132596714,104.73000000000002
C03,ECE,2020,794,41,413,27,1,15,20,13,564146.1192195526,0.6725103528735329,0.6138023578211503,104.73000000000002
C08,AIDS,2021,891,48,487,25,1,8,35,29,451510.35119655344,0.8560250429515308,0.6675623142885321,104.73
