College_Code,Department_Name,Event_Year,Total_Students,Total_Teams,Active_Participants,Total_Offers,Partnership_Count,Recruiter_Visits,Total_Faculty,Active_Mentors,Total_Hackathon_Cost,Innovation_Score_Avg,Departmental_Performance_Index_DPI,Institutional_ROI
C12,MECH,2025,533,74,242,67,5,14,45,31,527128,0.839359123882585,0.7364189010623122,104.73000000000002
C14,IT,2025,858,47,532,26,1,10,35,20,566789,0.8271829249941931,0.6784846355224331,104.73
C19,ECE,2025,663,55,455,34,4,8,23,11,565933,0.7202775724289614,0.6827221800523277,104.72999999999999
C24,IT,2025,533,63,219,32,4,19,30,18,559747,0.7505010649493664,0.5749956442615798,104.73000000000002
C18,MECH,2025,866,43,460,22,1,9,34,17,453706,0.6904633260885354,0.5866844987069078,104.73
C05,IT,2025,629,75,305,61,3,13,43,29,479764,0.8290708820502717,0.7156317959241454,104.73
C06,MECH,2025,745,55,393,36,4,18,25,14,486707,0.7471400267211805,0.6452509880481005,104.73
C14,MECH,2025,725,76,298,48,1,10,28,14,562373,0.7318835450500304,0.6124338403919392,104.73
C23,IT,2025,584,65,358,56,1,11,44,25,513803,0.8187768921486761,0.771524688505826,104.73
C06,CSE,2025,686,87,274,45,4,13,42,25,487415,0.8206602410499233,0.6037681048562067,104.73
C24,CSE,2025,597,45,419,23,3,15,47,35,542543,0.813686192356175,0.6925610151247397,104.72999999999999
C05,IT,2025,637,77,300,60,3,13,43,29,482309,0.8247249143945632,0.7158597799140728,104.73
C17,IT,2025,934,57,418,37,1,8,40,25,568222,0.8658782963522281,0.6733698054586792,104.73
C14,IT,2025,853,47,535,26,1,10,35,20,567153,0.8266600581315002,0.6770400621299888,104.73
C03,MECH,2025,700,46,288,24,1,14,42,34,439928,0.6783360212790412,0.5507282545845092,104.73
C24,CSE,2025,605,45,417,23,3,15,46,35,546166,0.8114497411803333,0.6900949264069053,104.73
C03,ECE,2025,788,40,407,26,1,15,20,13,569031,0.6691300440812243,0.6137461707006792,104.73
C08,ECE,2025,974,69,644,50,5,12,33,17,489914,0.7992941794083198,0.7333298991207692,104.73
C19,ECE,2025,947,43,658,24,4,17,35,19,523471,0.7893563367387731,0.6912646990101196,104.73
C24,ECE,2025,646,61,324,52,4,18,49,32,434949,0.6180082519828078,0.6642186340240318,104.73
C05,ECE,2025,719,41,407,39,5,16,22,17,566348,0.6420462708850366,0.7203800057350841,104.73
C25,CSE,2025,909,92,574,78,4,8,31,15,475717,0.8711795636701594,0.7914027413262241,104.73
C13,IT,2025,920,90,467,56,3,8,20,17,537618,0.9325028471658031,0.712120108455585,104.73
C02,ECE,2025,883,59,444,43,4,14,31,22,511661,0.6130209540780028,0.6131536586498537,104.73000000000002
C12,MECH,2025,511,69,252,36,5,10,37,20,525776,0.6821449325521212,0.5747977460262177,104.73
C25,IT,2025,758,62,439,41,2,15,21,13,537333,0.7980261375416821,0.698644544797239,104.73
C22,ECE,2025,803,67,393,58,1,16,41,33,549980,0.7314464358990599,0.7030054560862025,104.73
C03,ECE,2025,804,41,411,26,1,15,20,13,565435,0.6718025356017777,0.61738679209994,104.73
C07,ECE,2025,849,41,492,29,3,14,47,38,539504,0.8056226341653455,0.7136323213167812,104.73
C10,MECH,2025,815,71,544,57,3,16,45,38,558587,0.6081177283541039,0.6770858074394578,104.72999999999999
C05,IT,2025,634,76,305,61,3,13,43,29,482219,0.8317093466945824,0.7182117152949202,104.73
C11,IT,2025,919,99,598,86,2,9,36,31,507281,0.8559853730466134,0.796802209693583,104.72999999999999
C01,MECH,2025,950,84,519,69,2,11,47,30,473800,0.6280317039527914,0.6623545897822168,104.73
C21,ECE,2025,612,85,320,70,4,16,40,32,472440,0.6728248745911591,0.6736926401765551,104.72999999999999
C13,MECH,2025,513,70,246,36,5,10,37,20,524107,0.6798766352279592,0.5743045219847354,104.73
C25,MECH,2025,788,50,411,37,3,10,20,15,497413,0.6887444791859745,0.6520414497978722,104.73
C03,ECE,2025,784,97,508,53,5,12,25,14,562145,0.7455563346772338,0.6531112630776614,104.73
C23,CSE,2025,508,98,263,55,3,14,33,26,545813,0.8576655769916193,0.6663318715721038,104.73
C03,MECH,2025,698,47,293,25,1,14,42,34,442259,0.6835132861109642,0.5514172319122591,104.73
C15,MECH,2025,838,52,526,44,1,11,31,23,488235,0.9173672812061847,0.8114108908184257,104.73
C12,IT,2025,965,67,451,62,4,12,30,24,552627,0.9055770665623611,0.7802934755014551,104.73
C25,IT,2025,761,62,440,41,2,15,21,13,537047,0.7991535557776691,0.6989742873712402,104.73
C12,CSE,2025,617,87,336,82,5,12,20,17,458142,0.8535375041326994,0.7859597079936111,104.73
C14,CSE,2025,759,67,453,44,2,9,38,27,509949,0.8493472658949706,0.7080111620362934,104.73000000000002
C25,MECH,2025,763,47,509,38,3,8,24,13,568649,0.6372117003950389,0.6863095872559587,104.73
C13,CSE,2025,784,91,544,54,2,10,45,22,447769,0.8617751277848523,0.7233004253982744,104.73
C01,ECE,2025,585,92,335,85,3,13,40,21,494643,0.7788264932019919,0.7630504793158344,104.72999999999999
C07,MECH,2025,649,87,389,61,1,15,39,29,435412,0.8312910810989264,0.7305410435399136,104.72999999999999
C06,CSE,2025,681,87,280,45,4,13,42,25,486554,0.8233995646973447,0.6017806815598467,104.73
C03,CSE,2025,691,79,358,62,2,16,48,35,482679,0.7768848146782286,0.7009473106667318,104.73000000000002
C10,MECH,2025,612,71,412,56,2,18,29,15,535169,0.8167121570023258,0.7700034820871178,104.73
C01,CSE,2025,606,92,332,58,3,15,48,30,516373,0.8402654878406595,0.6975665660848694,104.73000000000002
C21,ECE,2025,950,52,504,36,3,18,38,33,565646,0.6296610325532471,0.6194035852556143,104.73
C09,IT,2025,773,68,355,64,3,19,21,12,544010,0.8080142664149964,0.7441048350330148,104.72999999999999
C05,CSE,2025,613,82,328,71,3,17,42,32,553977,0.8148698252543489,0.7418565540703101,104.73
C02,ECE,2025,884,59,441,43,4,14,31,22,510216,0.6085962430982915,0.6120069823871007,104.73
C14,CSE,2025,759,68,463,43,2,9,38,27,514070,0.8488556116042941,0.7113808472233973,104.73
C07,MECH,2025,643,87,383,62,1,15,39,29,434467,0.8338392144884714,0.7261343161696459,104.73
C07,CSE,2025,923,58,515,48,4,16,20,17,531787,0.8244280998483222,0.7460827310405728,104.72999999999999
C22,IT,2025,560,56,252,31,1,15,36,20,562955,0.7885095486379956,0.6150679389065086,104.73
C18,ECE,2025,645,48,420,45,4,19,35,29,554639,0.6317218653250615,0.7260846945922447,104.72999999999999
C03,IT,2025,999,56,563,30,1,18,24,18,453221,0.8785527924671276,0.6817006864958081,104.73
C12,MECH,2025,540,76,246,67,5,14,45,31,526553,0.834470330085276,0.7371768136800918,104.73
C18,ECE,2025,950,53,500,35,3,18,38,33,565886,0.6340048777881176,0.6209895849094925,104.73
C21,MECH,2025,658,88,320,61,5,12,36,29,454730,0.6915524803172004,0.6323579167616673,104.73
C23,CSE,2025,510,98,263,55,3,14,33,26,548257,0.856712662712932,0.6619496006189353,104.73
C25,CSE,2025,908,93,572,79,4,8,31,15,472935,0.8725790488398529,0.7877789715483828,104.73
C14,MECH,2025,727,76,302,50,1,10,28,14,560162,0.7316101325166491,0.6159043546622003,104.73
C17,ECE,2025,674,71,442,55,5,18,47,27,442580,0.6658097212744423,0.6939980923528685,104.73000000000002
C04,ECE,2025,775,48,522,37,2,17,47,35,479221,0.6512805824190262,0.6956622922553587,104.72999999999999
C12,ECE,2025,951,43,656,24,4,17,35,19,522508,0.790374428394674,0.690757332798475,104.73000000000002
C24,MECH,2025,859,69,408,35,3,15,45,34,565937,0.7891845876583298,0.6115436362808162,104.73
C04,IT,2025,726,87,341,76,4,12,42,27,492655,0.8346650085707962,0.7246890369666413,104.72999999999999
C24,ECE,2025,645,60,324,51,4,18,49,32,433073,0.6205144025421194,0.6609612487223446,104.72999999999999
C25,IT,2025,995,56,556,30,1,18,24,18,453049,0.8812509693913875,0.679575595790237,104.73
C21,MECH,2025,659,89,326,62,5,12,37,29,451363,0.6832015144229868,0.6285752888850149,104.72999999999999
C12,IT,2025,965,67,445,62,4,12,31,24,552047,0.9069568627107223,0.780234330075667,104.73
C11,ECE,2025,598,44,244,32,4,10,42,28,525473,0.7823064003690604,0.6639457655172025,104.73
C12,IT,2025,963,68,452,62,4,12,31,24,553287,0.905426989720302,0.7794602274518418,104.73
C19,ECE,2025,893,59,357,57,1,12,24,17,453315,0.8286338533816138,0.7359035050236556,104.73
C01,CSE,2025,895,45,357,26,1,19,45,35,522416,0.8208939405656503,0.6216531209881077,104.73
C13,MECH,2025,512,70,252,35,5,10,37,20,523435,0.6808994959816198,0.5701630322661496,104.73
C22,IT,2025,631,95,263,72,4,14,33,23,536538,0.7818011553736376,0.6633934805534704,104.72999999999999
C02,ECE,2025,890,59,440,43,4,14,31,22,510285,0.6016267610504302,0.614926854510095,104.73
C01,MECH,2025,660,67,451,49,3,19,42,24,441714,0.7442213236370935,0.7139459888700954,104.73
C25,MECH,2025,538,75,247,67,5,14,45,31,527477,0.8340461456379595,0.738556115776214,104.73
C08,MECH,2025,526,85,242,79,5,10,41,27,480698,0.7557189802544924,0.7264899285403542,104.73
C20,ECE,2025,777,98,503,52,5,12,25,14,559985,0.7450893411333196,0.6573466092518713,104.73
C25,ECE,2025,672,54,443,34,4,8,23,11,563087,0.7230931012595608,0.687643456076617,104.73
C07,CSE,2025,918,58,509,48,4,16,20,17,532619,0.8257512615452804,0.7468451563370582,104.72999999999999
C20,CSE,2025,649,98,416,50,3,9,31,15,538241,0.8593401971734745,0.6937890855917175,104.73
C23,IT,2025,579,65,359,56,1,11,44,25,510737,0.8171815644364215,0.774713302259034,104.73
C10,CSE,2025,621,71,425,56,2,18,29,15,534734,0.8178829070853547,0.7680793539388528,104.72999999999999
C02,ECE,2025,887,59,440,43,4,14,31,22,509190,0.6097290400822504,0.6113881227698726,104.73000000000002
C24,IT,2025,1000,99,402,49,4,12,24,18,545181,0.8177304931272998,0.6000946123896619,104.73
C05,IT,2025,637,75,303,61,3,13,43,29,482235,0.8330124300043007,0.7181217885245517,104.72999999999999
C18,MECH,2025,866,44,461,23,1,9,34,17,454217,0.695787012126787,0.5847923307007353,104.73
C05,ECE,2025,726,41,410,40,5,16,22,17,567032,0.6383775174823064,0.7184830004265168,104.73
C13,MECH,2025,519,71,252,36,5,10,36,20,524527,0.6854747476223059,0.5712768519330561,104.73
C18,MECH,2025,870,44,459,23,1,9,34,17,455638,0.6918763629215213,0.5892862675988461,104.73000000000002
C09,MECH,2025,911,62,525,33,2,16,29,19,467166,0.7713443535317441,0.6407565744351164,104.73
C08,IT,2025,879,48,493,25,1,8,35,28,449567,0.8498748880399322,0.6656669396201979,104.73
C06,MECH,2025,740,55,392,35,4,18,25,14,487992,0.7518487074130397,0.6496056466914911,104.73000000000002
C21,MECH,2025,664,88,327,61,5,12,37,29,450846,0.6823295817707933,0.6305441467272868,104.73
C10,IT,2025,904,51,398,38,4,8,27,15,464320,0.8240257816407435,0.6810849103254875,104.73000000000002
C05,IT,2025,719,39,415,38,5,16,22,17,567029,0.6450238430631023,0.7193880195063479,104.73000000000002
C18,ECE,2025,644,48,417,44,4,19,35,29,553463,0.6376817444751477,0.7256019169670912,104.73
C20,ECE,2025,972,69,639,49,5,12,33,17,489037,0.7970693472047237,0.7313426938053502,104.73000000000002
C04,MECH,2025,837,97,572,71,4,9,29,22,528099,0.6251656207198738,0.6713565338176505,104.73
C03,MECH,2025,707,46,288,23,1,14,42,34,441054,0.6830209103175319,0.553280438516168,104.73
C17,CSE,2025,493,43,288,37,1,15,20,15,464740,0.8363594770342222,0.7765351883961832,104.73000000000002
C10,IT,2025,900,52,396,38,4,8,27,15,462639,0.8153649652098478,0.6780090608607187,104.73000000000002
C17,IT,2025,946,57,426,36,1,8,40,25,567276,0.8660560871408193,0.6730541527447099,104.73
C16,ECE,2025,785,98,507,53,5,12,25,14,563153,0.7447792641363142,0.6519826869011546,104.72999999999999
C13,MECH,2025,508,71,250,36,5,10,37,20,524121,0.681002105957977,0.5744639291256404,104.73
C19,MECH,2025,504,89,203,45,1,15,21,13,553660,0.6665577799338346,0.5422972837820917,104.73
C10,CSE,2025,612,71,423,56,2,18,29,15,533597,0.8136761091314416,0.7697506008801248,104.73
C05,MECH,2025,726,40,406,39,5,16,22,17,566664,0.6437336782865896,0.7224288331879445,104.73
C12,IT,2025,958,66,450,62,4,12,31,24,550937,0.9023275891835038,0.7823776710409234,104.73
C12,ECE,2025,939,44,658,24,4,17,35,19,526017,0.7868421396901519,0.6866370501585808,104.73000000000002
C16,CSE,2025,575,47,301,35,1,13,26,20,524077,0.7602046019200014,0.6844864114495374,104.73
C05,ECE,2025,726,40,404,38,5,16,22,17,565391,0.6414691710700084,0.7194630521063239,104.73
C18,CSE,2025,639,97,314,75,4,12,28,17,551601,0.9448780866381518,0.7579037142614308,104.73
C16,IT,2025,624,75,320,67,3,19,41,26,444269,0.8322810627152631,0.754299033813683,104.73
C25,ECE,2025,797,50,415,37,3,10,20,15,494217,0.6866822359033611,0.6521959157957706,104.72999999999999
C06,CSE,2025,686,89,276,45,4,13,42,25,485920,0.8196954874866489,0.5981969071616086,104.73000000000002
C24,MECH,2025,865,69,406,34,3,15,45,34,570311,0.7932855427577282,0.6121678682288064,104.73
C17,ECE,2025,664,71,444,55,5,18,46,27,440937,0.6618670232231879,0.6927696826968562,104.73
C21,IT,2025,878,55,354,30,4,15,45,24,500322,0.92358132688222,0.6542209086483302,104.73
C15,MECH,2025,976,92,543,62,1,14,32,20,440637,0.8523720122792585,0.7052591833450237,104.73
C15,IT,2025,989,91,536,61,1,14,32,20,441579,0.8518293007141079,0.7081695264936329,104.73
C24,MECH,2025,871,70,405,35,3,15,45,34,566341,0.7947161192714383,0.6118676264963334,104.72999999999999
C21,CSE,2025,888,49,542,40,2,8,47,27,444572,0.9465234818250147,0.8038025654267295,104.73
C08,MECH,2025,519,85,247,79,5,10,41,27,480782,0.7582354070166425,0.7217176334520958,104.73000000000002
C21,IT,2025,870,55,359,30,4,15,44,24,501692,0.9222617765435396,0.655379555181912,104.73000000000002
C02,ECE,2025,886,59,443,43,4,14,31,22,511983,0.6116075866988748,0.6112736885124785,104.73
C04,IT,2025,990,99,405,49,4,12,24,18,550051,0.8111955342805182,0.5930597202863844,104.73
C21,CSE,2025,881,50,534,40,2,8,47,27,445016,0.9445775666776752,0.8037980064760767,104.73
C08,ECE,2025,908,80,622,73,1,10,43,35,433794,0.8597982622201943,0.824498944571578,104.73
C08,ECE,2025,659,55,452,35,4,8,23,11,564431,0.7210012640486012,0.6857549422419957,104.73
C21,ECE,2025,951,52,501,35,3,18,38,33,565930,0.6287271333297069,0.6222442568174525,104.73000000000002
C14,IT,2025,863,47,536,26,1,10,35,20,571700,0.8260166435809153,0.6773030275920715,104.73
C19,MECH,2025,510,50,213,31,4,15,47,30,492676,0.644944206767383,0.5790664593390717,104.73000000000002
C23,CSE,2025,634,97,314,76,4,12,28,17,552826,0.9445238009347771,0.7609207205578045,104.73
C07,CSE,2025,866,40,493,29,3,14,47,38,534529,0.80117790029412,0.7088019397163182,104.73
C16,CSE,2025,585,49,311,36,1,13,26,20,521181,0.7680896555063891,0.6828171474672394,104.73
C02,MECH,2025,691,57,318,28,2,11,33,23,521316,0.7458597499563806,0.5931614107270393,104.73
C04,CSE,2025,976,73,616,74,3,8,24,18,520255,0.9021347943161165,0.847456304753924,104.73
C02,MECH,2025,688,57,321,28,2,11,33,23,520947,0.7440705086904278,0.585304160191877,104.72999999999999
C01,IT,2025,601,91,333,58,3,15,48,30,519630,0.8373502245400607,0.695325624507211,104.72999999999999
C08,MECH,2025,522,85,245,80,5,10,41,27,480680,0.7607376881418287,0.722117276149998,104.73
C13,IT,2025,911,91,466,56,3,8,20,17,536332,0.9296441463865321,0.7110841724469865,104.73
C15,CSE,2025,836,52,526,44,1,11,31,23,489945,0.9178460035900184,0.8076702271529828,104.73000000000002
C15,CSE,2025,837,51,523,43,1,11,31,23,488842,0.9159646376274485,0.8032461851668743,104.73
C20,CSE,2025,922,79,624,73,1,10,44,35,432816,0.85797779042808,0.8192215843655296,104.72999999999999
C14,CSE,2025,852,48,535,27,1,10,35,20,567543,0.8248580541862236,0.6783044833482548,104.73
C19,IT,2025,980,92,557,55,2,10,36,22,468350,0.8418891419866551,0.6880866712420654,104.72999999999999
C16,IT,2025,626,75,317,67,3,19,42,26,447232,0.8341380759697328,0.753440084530986,104.73
C16,MECH,2025,604,57,353,31,2,15,27,13,531761,0.740807800950177,0.6365813012809427,104.73
C12,CSE,2025,542,75,248,66,5,14,45,31,527449,0.8411993850934032,0.739113625923382,104.73
C04,ECE,2025,780,48,521,38,2,17,47,35,480830,0.6486739795103993,0.6962777424414859,104.73
C06,ECE,2025,897,40,421,31,2,13,42,24,538013,0.6191054575092992,0.6122453794000278,104.73
C06,MECH,2025,742,55,392,35,4,18,25,14,486513,0.7494459636678082,0.6474915260700127,104.73
C03,MECH,2025,723,75,301,50,1,10,28,14,561585,0.7338859670090074,0.6113942362716065,104.73
C03,IT,2025,1000,56,564,30,1,18,24,18,453205,0.8801775629080549,0.682685361945564,104.73
C12,ECE,2025,946,44,653,24,4,17,35,19,523813,0.7888493759702092,0.6861482534585875,104.73
C17,ECE,2025,699,69,410,53,2,12,24,14,517657,0.7527413054556304,0.7044733519445889,104.73
C19,IT,2025,884,60,360,57,1,12,24,17,453681,0.8262084761822467,0.7352852833918815,104.73
C06,IT,2025,549,56,247,31,1,15,36,20,560799,0.7906002720424178,0.6153264572663907,104.72999999999999
C07,MECH,2025,902,70,481,40,3,14,48,34,535793,0.7765050075711886,0.6373674132601581,104.73000000000002
C13,MECH,2025,508,70,250,36,5,10,37,20,523206,0.6808674443978993,0.5751924022975129,104.73
C11,ECE,2025,599,42,243,33,4,10,42,28,524491,0.7790019387993454,0.6630917618167474,104.73
C06,IT,2025,682,88,273,46,4,13,42,25,487864,0.8227761164223247,0.6022760869950564,104.73
C01,IT,2025,924,99,591,86,2,9,37,31,506071,0.8574298104716848,0.798828384018758,104.73
C22,CSE,2025,899,45,359,26,1,19,45,35,521066,0.8275361716915376,0.6234400482228697,104.73
C07,CSE,2025,919,58,512,48,4,16,20,17,530345,0.8300469894983793,0.7453279104919042,104.73
C08,ECE,2025,666,55,451,36,4,8,23,11,566842,0.7255044060098497,0.6856313427960856,104.72999999999999
C05,ECE,2025,724,40,407,39,5,16,22,17,568578,0.6400542215112259,0.7181211192621686,104.73
C13,IT,2025,516,70,251,36,5,10,37,20,525648,0.6831485934585234,0.5740207751307781,104.73
C23,ECE,2025,780,74,432,51,1,14,24,18,526256,0.6798895483438057,0.6413095856734259,104.73
C14,CSE,2025,766,68,461,42,2,9,38,27,509988,0.8491269595380295,0.7081509769980766,104.72999999999999
C17,CSE,2025,506,42,292,38,1,15,20,15,466106,0.8373164635257014,0.775136827097278,104.73
C24,IT,2025,539,64,214,31,4,19,30,18,560956,0.7503272336523843,0.5738316555780506,104.73
C09,IT,2025,917,63,529,33,2,16,29,19,464865,0.7760370220648685,0.6431356265799805,104.73000000000002
C15,ECE,2025,709,70,405,53,2,12,24,14,517620,0.7479820434291063,0.6988332592593408,104.73
C14,ECE,2025,620,84,320,69,4,16,40,32,473540,0.6700399527994579,0.6743093363462855,104.72999999999999
C16,ECE,2025,779,97,505,51,5,12,25,14,562014,0.7452724611362471,0.6530553777110064,104.73
C14,ECE,2025,609,84,321,70,4,16,39,32,474539,0.6685012763271414,0.6759855876929135,104.73
C20,IT,2025,919,99,594,86,2,9,37,31,504797,0.867343019853789,0.7935512272815962,104.73
C16,IT,2025,630,75,317,67,3,19,41,26,448550,0.8377475747934395,0.752683695945979,104.73000000000002
C25,IT,2025,911,93,574,78,4,8,30,15,472700,0.8764756891975182,0.7935138770100325,104.73
C16,IT,2025,633,75,319,67,3,19,41,26,445354,0.8362473690274037,0.7577230825126638,104.73
C09,ECE,2025,693,88,279,45,4,13,42,25,483948,0.819938744754582,0.6026136257095236,104.73
C03,ECE,2025,999,56,561,30,1,18,24,18,450905,0.8787645847997899,0.678902639758608,104.73
C21,IT,2025,869,55,356,30,4,15,44,24,497143,0.9210891307599873,0.655504875915257,104.73
C16,MECH,2025,945,85,517,69,2,11,47,30,473816,0.6300924856314538,0.6647826459825819,104.73
C23,MECH,2025,611,58,350,30,2,15,27,13,530453,0.7366292199058136,0.6333584126581634,104.73000000000002
C20,MECH,2025,815,96,486,80,4,14,29,16,532571,0.7747225006706621,0.7430454153702059,104.73
C01,MECH,2025,667,68,448,47,3,19,42,24,441859,0.7499325084819005,0.719237325632667,104.73
C24,CSE,2025,600,45,420,24,3,15,46,35,545827,0.8118110122718942,0.6925085025903257,104.73
C19,CSE,2025,564,63,311,58,3,8,32,16,536786,0.840507302956669,0.7725789228404841,104.73
C16,MECH,2025,948,84,519,70,2,11,47,30,472220,0.6295470995031307,0.6620291106672075,104.73
C05,IT,2025,638,75,302,61,3,13,43,29,480409,0.8289932450900573,0.7150014137260297,104.73
C02,MECH,2025,629,95,262,73,4,14,33,23,534854,0.781964321839332,0.6681667167576656,104.72999999999999
C01,ECE,2025,590,92,333,86,3,13,40,21,495576,0.7809127608547988,0.757582154654641,104.73000000000002
C24,IT,2025,541,62,217,32,4,19,30,18,562030,0.7504403645799973,0.5721260031701421,104.73000000000002
C24,CSE,2025,592,44,419,23,3,15,46,35,545250,0.8172054616251817,0.6891095174216466,104.73
C16,IT,2025,633,75,318,67,3,19,41,26,444934,0.8392634262231218,0.7551114929630995,104.72999999999999
C03,CSE,2025,692,79,352,62,2,16,47,35,480585,0.7729969224583669,0.7003931096888878,104.72999999999999
C09,MECH,2025,916,63,528,33,2,16,29,19,466404,0.7708035232657948,0.6386365566453759,104.73
C11,IT,2025,873,100,449,79,3,8,43,25,437119,0.7842983148795295,0.7092971444401472,104.73000000000002
C01,MECH,2025,669,66,449,48,3,19,42,24,440497,0.7468749126969907,0.7195196542598409,104.73
C02,CSE,2025,986,89,529,64,1,14,37,21,495767,0.9416656946649569,0.7524820387530596,104.73
C25,MECH,2025,768,48,516,38,3,8,24,13,569275,0.6318711058709844,0.6883954357983936,104.73000000000002
